"Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae"	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae"	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae"	"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae"	"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinifilaceae"	"Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae"	"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae"	"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Sutterellaceae"	"Bacteria;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae"	"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae"	"Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae"	"Bacteria;Firmicutes;Negativicutes;Acidaminococcales;Acidaminococcaceae"	"Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae"	"Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae"	"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae"	"Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae"	"Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae"	"Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae"	"Bacteria;Firmicutes;Clostridia;Oscillospirales;Ethanoligenenaceae"	"Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae"	"Bacteria;Firmicutes;Clostridia;Oscillospirales;Butyricicoccaceae"	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae"	"Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Coriobacteriaceae"	"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae"	"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Barnesiellaceae"	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Hafniaceae"	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae"	"Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Weeksellaceae"	"Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Anaerovoracaceae"	"Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Corynebacteriaceae"	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae"	"Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae"	"Bacteria;Firmicutes;Bacilli;Thermicanales;Thermicanaceae"	"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae"	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Vagococcaceae"	"Bacteria;Chloroflexi;Anaerolineae;SBR1031;A4b"	"Bacteria;Firmicutes;Clostridia;Oscillospirales;[Clostridium]_methylpentosum_group"	"Bacteria;Chloroflexi;Anaerolineae;Ardenticatenales;Ardenticatenaceae"	"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Rhodocyclaceae"	"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Neisseriaceae"	"Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family_XI"	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae"	"Bacteria;Firmicutes;Bacilli;Staphylococcales;Gemellaceae"	"Bacteria;Chloroflexi;Anaerolineae;Ardenticatenales;uncultured"	"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae"	"Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae"	"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae"	"Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae"	"Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae"	"Bacteria;Firmicutes;Clostridia;Oscillospirales;UCG-010"	"Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Hymenobacteraceae"
"16S-A-C8-L2_e0050-A-5-2-A-C8"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-C8-L4_e0049-3-4-A-C8"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-C8-L5_e0050-A-3-5-A-C8"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-C8-L6_e0050-B-3-6-A-C8"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
"16S-A-C9-L0_e0049-5-0-A-C9"	1083	0	8632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-C9-L1_e0049-8-1-A-C9"	2452	0	1723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-C9-L2_e0050-A-5-2-A-C9"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-C9-L3_e0050-B-5-3-A-C9"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-C9-L4_e0049-3-4-A-C9"	0	0	7906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-C9-L5_e0050-A-3-5-A-C9"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-C9-L6_e0050-B-3-6-A-C9"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D1-L0_e0049-5-0-A-D1"	7470	0	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D1-L1_e0049-8-1-A-D1"	5247	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D1-L2_e0050-A-5-2-A-D1"	1752	2816	0	3545	3880	1654	448	375	288	278	557	135	0	10	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D1-L3_e0050-B-5-3-A-D1"	1973	2435	103	3215	340	2349	515	440	80	262	2	72	142	200	0	35	72	120	10	4	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D1-L4_e0049-3-4-A-D1"	4149	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D1-L5_e0050-A-3-5-A-D1"	640	1519	0	2624	2016	1737	725	790	142	289	499	148	0	10	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D1-L6_e0050-B-3-6-A-D1"	162	1656	259	2894	693	1915	556	1152	8	452	18	138	204	162	0	42	98	75	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D1-L7_e0050-8-7-A-D1"	100	1624	0	1984	3002	1219	303	545	14	424	3	206	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D10-L0_e0049-5-0-A-D10"	11224	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D10-L1_e0049-8-1-A-D10"	5525	0	719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D10-L2_e0050-A-5-2-A-D10"	1695	2628	0	3386	3746	1707	588	516	229	199	351	110	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D10-L3_e0050-B-5-3-A-D10"	12486	0	9793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D10-L4_e0049-3-4-A-D10"	7293	0	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D10-L5_e0050-A-3-5-A-D10"	1104	1156	0	1516	472	841	385	355	166	85	69	53	0	9	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D10-L6_e0050-B-3-6-A-D10"	3609	0	3417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D10-L7_e0050-8-7-A-D10"	848	1770	0	1426	1409	871	335	196	160	115	128	79	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D11-L0_e0049-5-0-A-D11"	12160	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D11-L1_e0049-8-1-A-D11"	8467	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D11-L2_e0050-A-5-2-A-D11"	1937	5332	0	6974	345	2986	2007	1100	393	406	176	182	0	16	0	60	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D11-L3_e0050-B-5-3-A-D11"	13685	0	8962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D11-L4_e0049-3-4-A-D11"	8250	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D11-L5_e0050-A-3-5-A-D11"	1026	2089	0	2771	12	1307	680	676	244	182	198	94	0	18	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D11-L6_e0050-B-3-6-A-D11"	5975	0	5074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D11-L7_e0050-8-7-A-D11"	1511	2619	14	2794	2490	1317	741	415	317	312	441	106	0	9	0	14	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D12-L0_e0049-5-0-A-D12"	15346	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D12-L1_e0049-8-1-A-D12"	6849	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D12-L2_e0050-A-5-2-A-D12"	1548	3309	0	4110	2855	3041	590	956	265	218	55	151	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D12-L3_e0050-B-5-3-A-D12"	11788	0	4199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D12-L4_e0049-3-4-A-D12"	11291	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D12-L5_e0050-A-3-5-A-D12"	993	1506	0	2115	1193	1478	393	675	150	124	90	72	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D12-L6_e0050-B-3-6-A-D12"	5662	0	2203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D12-L7_e0050-8-7-A-D12"	1286	2108	21	1885	1694	1321	552	341	209	182	127	107	0	6	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D2-L0_e0049-5-0-A-D2"	12354	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D2-L1_e0049-8-1-A-D2"	11315	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D2-L2_e0050-A-5-2-A-D2"	3526	4060	0	4304	4703	2244	943	547	376	309	193	160	0	12	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D2-L4_e0049-3-4-A-D2"	6521	0	574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D2-L5_e0050-A-3-5-A-D2"	2471	2200	0	2951	2632	1738	850	744	330	245	289	92	0	5	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D2-L6_e0050-B-3-6-A-D2"	1135	2311	497	2974	416	2271	732	775	54	473	0	68	76	209	0	46	117	95	7	16	9	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D2-L7_e0050-8-7-A-D2"	1731	3322	0	2359	3338	1492	772	403	175	256	60	137	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D3-L0_e0049-5-0-A-D3"	5394	0	832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D3-L1_e0049-8-1-A-D3"	5541	0	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D3-L2_e0050-A-5-2-A-D3"	797	2039	0	2013	2356	1333	390	463	110	162	134	119	0	7	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D3-L3_e0050-B-5-3-A-D3"	1327	2372	66	2431	267	1857	349	459	96	192	3	62	114	186	0	48	55	132	6	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D3-L4_e0049-3-4-A-D3"	5588	0	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D3-L5_e0050-A-3-5-A-D3"	1208	1154	0	1296	1169	865	371	293	154	129	114	46	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D3-L6_e0050-B-3-6-A-D3"	806	1461	256	1454	171	1349	308	407	54	205	3	52	66	146	0	40	28	59	5	5	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D3-L7_e0050-8-7-A-D3"	1655	2112	0	1767	2082	1143	571	349	181	193	81	103	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D4-L0_e0049-5-0-A-D4"	2103	0	5424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D4-L1_e0049-8-1-A-D4"	3205	0	4546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D4-L2_e0050-A-5-2-A-D4"	0	0	8	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D4-L3_e0050-B-5-3-A-D4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D4-L4_e0049-3-4-A-D4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D4-L5_e0050-A-3-5-A-D4"	0	0	8	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D4-L6_e0050-B-3-6-A-D4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D5-L0_e0049-5-0-A-D5"	7100	0	4189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D5-L1_e0049-8-1-A-D5"	2984	0	5662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D5-L2_e0050-A-5-2-A-D5"	2535	3869	0	4931	6157	2311	1095	833	413	311	353	217	0	11	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D5-L3_e0050-B-5-3-A-D5"	157	341	0	364	295	176	71	45	40	16	12	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D5-L4_e0049-3-4-A-D5"	3182	0	3474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D5-L5_e0050-A-3-5-A-D5"	1714	2800	0	3965	3232	1793	839	815	385	426	424	182	0	9	0	41	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D5-L6_e0050-B-3-6-A-D5"	743	2152	935	2564	2011	1094	689	604	278	204	192	84	0	12	0	33	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D5-L7_e0050-8-7-A-D5"	1724	2435	0	2669	3942	1522	811	1009	316	405	249	120	0	0	0	15	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D6-L0_e0049-5-0-A-D6"	6256	0	2734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D6-L1_e0049-8-1-A-D6"	1544	0	6994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D6-L2_e0050-A-5-2-A-D6"	2338	3520	0	4283	102	2397	1755	707	356	340	556	181	0	14	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D6-L3_e0050-B-5-3-A-D6"	1057	5365	257	5034	1948	2930	1051	899	251	472	201	199	0	29	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D6-L4_e0049-3-4-A-D6"	2805	0	3052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D6-L5_e0050-A-3-5-A-D6"	1468	2235	0	2797	9	1436	885	521	290	235	249	126	0	11	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D6-L6_e0050-B-3-6-A-D6"	360	1889	699	2001	13	1097	719	528	251	183	143	81	0	6	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D6-L7_e0050-8-7-A-D6"	908	2241	0	2559	77	1377	882	752	162	386	112	152	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D7-L0_e0049-5-0-A-D7"	8172	0	2247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D7-L1_e0049-8-1-A-D7"	3366	0	5590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D7-L2_e0050-A-5-2-A-D7"	3245	4331	0	5866	5749	2654	1162	744	507	418	426	206	0	9	0	48	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D7-L3_e0050-B-5-3-A-D7"	1202	5542	60	5494	5295	3089	746	997	297	572	50	175	0	15	0	54	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D7-L4_e0049-3-4-A-D7"	4656	0	3568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D7-L5_e0050-A-3-5-A-D7"	1674	2408	0	3717	2583	1804	975	615	289	290	126	107	0	7	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D7-L6_e0050-B-3-6-A-D7"	304	1864	464	2388	3281	1401	718	706	143	228	279	90	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D7-L7_e0050-8-7-A-D7"	2109	2680	0	3042	3125	1564	627	682	286	290	112	152	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-A-D8-L0_e0049-5-0-A-D8"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
