"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae"	"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae"	"Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family_XI"	"Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae"	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae"	"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae"	"Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae"	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae"	"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Sutterellaceae"	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Hafniaceae"	"Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae"	"Bacteria;Firmicutes;Negativicutes;Acidaminococcales;Acidaminococcaceae"	"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae"	"Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae"	"Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae"	"Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcaceae"	"Bacteria;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae"	"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinifilaceae"	"Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae"	"Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae"	"Bacteria;Firmicutes;Clostridia;Oscillospirales;Hydrogenoanaerobacterium"	"Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Coriobacteriaceae"	"Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Anaerovoracaceae"	"Bacteria;Firmicutes;Clostridia;Oscillospirales;Butyricicoccaceae"	"Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae"	"Bacteria;Firmicutes;Clostridia;Oscillospirales;Ethanoligenenaceae"	"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Barnesiellaceae"	"Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae"	"Bacteria;Firmicutes;Clostridia;Eubacteriales;Anaerofustaceae"	"Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae"	"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae"	"Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae"	"Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae"	"Bacteria;Firmicutes;Clostridia;Oscillospirales;[Clostridium]_methylpentosum_group"	"Bacteria;Actinobacteriota;Actinobacteria;Actinomycetales;Actinomycetaceae"	"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae"	"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halomonadaceae"	"Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae"	"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae"	"Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Coriobacteriales_Incertae_Sedis"	"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae"	"Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae"	"Bacteria;Firmicutes;Bacilli;Thermicanales;Thermicanaceae"	"Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Weeksellaceae"	"Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Hymenobacteraceae"	"Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Cryomorphaceae"	"Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Dermacoccaceae"	"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae"	"Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae"	"Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae"	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae"	"Bacteria;Firmicutes;Bacilli;Thermoactinomycetales;Thermoactinomycetaceae"	"Bacteria;Cyanobacteria;Vampirivibrionia;Obscuribacterales;Obscuribacteraceae"	"Bacteria;Proteobacteria;Alphaproteobacteria;Micavibrionales;Micavibrionaceae"	"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Hydrogenophilaceae"	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae"	"Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Intrasporangiaceae"	"Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;uncultured"	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae"	"Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae"	"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae"	"Bacteria;Planctomycetota;Phycisphaerae;Phycisphaerales;Phycisphaeraceae"	"Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae"	"Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae"	"Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae"	"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae"
"16S-C-D7-L1_e0017-1-C-D7"	42941	49148	0	21525	71	493	3153	23138	10581	208	1448	2615	3352	0	1167	0	149	201	505	206	0	11	0	112	14	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-D7-L2_e0017-2-C-D7"	2218	20627	8362	7658	4397	7783	1330	102	8003	2853	9688	470	1712	0	1476	7467	847	23	697	174	0	184	247	309	18	46	0	9	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-D7-L3_e0017-3-C-D7"	20992	38952	32	15936	65	505	2320	39701	3446	20519	974	1569	2465	0	1116	0	286	354	779	246	0	48	0	63	20	151	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-D8-L0_e0017-0-C-D8"	16315	64137	5909	20355	4205	4445	6223	2742	9425	283	5734	1336	2499	55	4066	928	81	151	669	107	0	115	222	253	208	190	9	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-D8-L1_e0017-1-C-D8"	12498	38238	3	13718	218	558	2188	21619	3678	22016	1192	2024	2007	0	956	0	675	223	310	147	0	9	0	113	15	175	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-D8-L2_e0017-2-C-D8"	3863	18162	5683	7865	6630	7951	821	543	6425	64	4180	562	1458	0	659	625	233	43	276	78	0	92	56	66	24	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-D8-L3_e0017-3-C-D8"	25554	43653	55	11611	82	447	1191	37388	3243	12249	551	1493	1471	0	300	0	1482	1341	0	211	0	0	0	18	19	15	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-D9-L0_e0017-0-C-D9"	23819	48520	0	20421	1825	357	4555	8426	3822	3164	2589	1070	1642	0	2037	0	162	268	726	135	0	81	16	90	135	141	10	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-D9-L1_e0017-1-C-D9"	23784	39395	4	11427	162	406	1154	21163	3606	9464	1565	1948	2118	0	1081	0	1133	347	317	168	0	39	0	123	25	416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-D9-L2_e0017-2-C-D9"	8214	24922	804	10468	3106	1555	674	15822	3956	4797	1307	687	1618	0	673	496	636	296	665	166	7	97	28	13	43	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-D9-L3_e0017-3-C-D9"	13868	37855	13	12384	117	530	2331	33847	3742	29096	851	795	2002	0	966	0	1816	1257	449	255	0	67	0	54	41	501	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-E1-L0_e0017-0-C-E1"	20758	41597	23937	14755	19659	9991	4136	54	3049	7	4740	1524	3390	25	5564	1043	391	40	504	108	297	0	357	7	83	71	0	38	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-E1-L1_e0017-1-C-E1"	35056	33734	13166	14598	2101	11370	11394	15	13	0	7366	1311	2421	55	4738	980	131	13	224	160	158	0	588	0	45	30	0	14	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-E1-L2_e0017-2-C-E1"	11837	29609	6071	7029	7472	2110	3102	614	10295	0	4528	789	1157	5	1275	736	129	28	90	57	43	15	97	0	18	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-E1-L3_e0017-3-C-E1"	27600	31973	11316	12252	5728	2141	11090	1240	2272	0	6672	1032	2242	0	2431	1254	320	12	133	74	98	0	285	0	8	16	0	0	12	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-E10-L0_e0017-0-C-E10"	24956	38191	21731	11492	8449	7812	12609	11	6565	0	6510	939	2377	296	4472	559	55	28	142	214	117	0	225	0	35	0	0	47	7	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-E10-L1_e0017-1-C-E10"	34137	28913	27738	9937	5489	17037	4033	0	0	0	3291	1847	2938	0	4817	778	341	33	334	116	101	0	148	0	106	47	0	55	19	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-E10-L2_e0017-2-C-E10"	13092	26727	7635	9684	9571	4532	4117	894	7937	0	5705	598	1754	187	1835	601	183	17	169	98	0	56	316	0	8	0	0	15	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-E10-L3_e0017-3-C-E10"	28921	37995	13212	20537	1241	7578	17021	0	435	112	4366	816	2230	0	3119	1305	199	20	333	86	183	0	250	0	92	76	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-E11-L0_e0017-0-C-E11"	27723	35499	16993	10902	6359	8727	22425	42	2390	0	7232	881	2376	101	5311	786	51	21	186	258	62	3	229	0	24	0	0	49	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-E11-L1_e0017-1-C-E11"	21636	26609	20364	14542	9572	12760	3503	4297	10658	80	2848	1802	2836	3	2487	511	368	62	235	9	277	0	147	0	63	50	0	40	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-E11-L2_e0017-2-C-E11"	19340	23700	4653	10468	5804	4403	6101	2179	6649	0	3655	603	1238	0	1640	590	101	16	42	102	0	15	203	0	10	0	0	7	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-E11-L3_e0017-3-C-E11"	25545	29878	12127	13708	1671	4368	10753	2179	8423	1134	1533	823	1691	0	3070	881	165	62	147	0	104	0	243	0	75	46	0	0	5	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-E12-L0_e0017-0-C-E12"	22885	50482	2820	25263	11159	1622	7840	655	12587	1780	4490	1374	6120	0	2424	1590	14	489	874	243	0	256	151	65	59	223	122	0	0	0	0	5	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-E12-L1_e0017-1-C-E12"	35953	31353	25386	15706	15568	12175	5073	7	7169	0	2836	2104	3650	4	3966	803	187	26	199	0	156	0	163	0	38	45	0	21	21	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-E12-L2_e0017-2-C-E12"	12406	28094	7860	11791	8420	5660	6794	161	7611	580	3651	885	1686	0	858	496	242	70	478	117	0	175	168	29	31	78	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-E12-L3_e0017-3-C-E12"	18615	35952	11764	14482	1927	3989	13417	0	9543	0	2045	705	2022	0	2310	923	227	18	220	0	59	0	240	0	64	45	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-E2-L0_e0017-0-C-E2"	14621	22268	2291	7154	75	3838	1184	8744	5805	0	1704	783	1633	3969	377	0	6	0	1363	113	0	128	10	167	59	0	0	11	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-E2-L1_e0017-1-C-E2"	23844	21397	12255	6051	3196	6294	5154	0	0	0	6903	860	1738	0	2842	1290	297	8	118	148	105	0	333	0	26	12	0	20	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-E2-L2_e0017-2-C-E2"	9643	14023	3922	5820	933	1448	1188	8216	4922	0	2054	427	1260	816	417	646	38	0	344	63	0	96	39	71	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-E2-L3_e0017-3-C-E2"	19466	22614	9328	8950	3738	3261	5450	18	402	0	6676	723	1739	0	1924	882	493	10	100	119	79	0	390	0	27	11	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-E3-L0_e0017-0-C-E3"	15030	23482	10094	7678	3191	4693	5598	68	305	0	3552	464	1511	974	2636	294	14	0	118	48	28	0	230	0	29	0	0	10	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-E3-L1_e0017-1-C-E3"	34420	37649	17967	14498	6071	12768	8790	84	8046	0	5561	1391	2763	33	4130	982	258	17	161	184	186	0	355	0	59	28	0	30	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-E3-L2_e0017-2-C-E3"	9556	24055	5942	10181	7894	2999	2689	7206	8119	0	5284	481	1918	13	1425	341	210	0	97	103	0	6	198	10	13	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-E3-L3_e0017-3-C-E3"	30160	29707	11706	12404	4954	4633	4934	10590	9354	19	5402	585	2204	3	2356	745	596	21	109	141	52	0	203	0	29	0	0	4	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-E4-L0_e0017-0-C-E4"	24158	35240	18918	9844	5825	7321	6144	25	14	0	6329	794	2208	1138	4280	745	35	0	157	90	67	0	699	0	49	0	0	26	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-E4-L1_e0017-1-C-E4"	34289	37066	17085	14634	3084	12108	8507	19	10393	0	3142	1813	2554	0	5104	1178	217	26	203	231	301	0	275	0	62	49	0	44	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-E4-L2_e0017-2-C-E4"	7743	19085	6959	6259	8278	2032	2690	1406	5479	0	4990	376	1136	83	1065	609	185	0	91	93	52	0	125	0	11	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-E4-L3_e0017-3-C-E4"	25513	26192	12736	13490	4675	6831	5551	21	10247	0	2254	1055	2263	0	2045	572	277	12	200	149	293	0	102	0	34	40	0	6	12	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-E5-L0_e0017-0-C-E5"	25240	44332	13275	13011	1884	7713	11270	19	335	0	5889	735	2304	1559	4514	285	3	0	106	83	67	0	616	0	41	0	0	15	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-E5-L1_e0017-1-C-E5"	29089	27861	16576	9489	2785	9383	6613	26	235	0	2991	1452	2207	0	5749	1970	151	16	193	133	176	0	295	0	41	26	0	49	15	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-E5-L2_e0017-2-C-E5"	6162	26796	8375	8073	8729	3806	2819	7998	9547	0	5798	580	1638	133	1263	202	250	0	105	90	35	16	115	0	10	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-E5-L3_e0017-3-C-E5"	15655	21794	10409	10465	2173	4660	4686	296	7258	18	2190	766	2082	0	1877	551	244	14	141	120	191	0	71	0	27	14	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-E6-L0_e0017-0-C-E6"	22805	37920	12372	10511	1955	5497	17457	0	34	0	6040	674	2198	666	4077	434	2	21	202	115	32	0	881	0	42	0	0	9	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-E6-L1_e0017-1-C-E6"	35482	36741	23560	14620	2742	17057	9532	26	34	0	4469	1842	2951	8	8063	1973	424	35	386	103	154	0	810	0	134	35	0	38	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-E6-L2_e0017-2-C-E6"	9485	27516	8723	8434	10888	2275	5505	0	6281	0	6585	613	1478	0	2083	915	58	11	94	99	47	0	176	0	9	0	0	9	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-E6-L3_e0017-3-C-E6"	25172	27152	13536	11980	2390	7249	9078	14	16	102	1978	841	1683	0	2995	578	319	16	221	176	197	0	363	0	42	19	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-E7-L0_e0017-0-C-E7"	25809	47953	16884	14005	1241	10139	20481	0	13	0	6062	817	2628	612	5093	433	4	16	241	92	63	0	1508	0	59	0	0	4	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-E7-L1_e0017-1-C-E7"	30601	24030	19204	7991	4464	7570	7981	0	0	0	2912	1593	3155	0	4411	2455	183	26	239	153	257	0	200	0	34	33	0	29	11	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-E7-L2_e0017-2-C-E7"	14192	23240	6580	6815	8099	2626	4293	0	3069	34	5029	566	1482	6	1519	613	104	12	67	86	77	0	231	0	12	0	0	10	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-E7-L3_e0017-3-C-E7"	27492	30879	13342	14012	2957	8112	12348	0	0	26	2842	874	2149	0	3138	1005	221	11	212	147	253	0	161	0	54	36	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-E8-L0_e0017-0-C-E8"	29781	39362	14254	18276	3275	7980	8236	134	4093	0	6469	1223	3000	1400	5187	485	0	37	293	71	0	26	469	71	36	0	0	35	25	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-E8-L1_e0017-1-C-E8"	20875	19000	13245	6607	5402	6751	4435	0	0	0	4302	1114	2130	0	3100	902	104	16	154	63	136	0	169	0	34	27	0	21	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-E8-L2_e0017-2-C-E8"	3525	15451	4286	5950	5567	2705	1432	7395	6556	0	3543	371	994	658	671	201	116	16	157	62	0	36	152	41	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-E8-L3_e0017-3-C-E8"	18839	22514	8179	7353	1727	3670	8758	0	0	0	5989	673	1548	0	1861	722	160	5	171	54	37	0	183	0	25	21	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-E9-L0_e0017-0-C-E9"	34161	39386	23741	9352	4097	10725	9404	171	25	0	6721	934	2689	83	6674	640	224	37	265	174	53	0	650	0	58	0	0	34	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-E9-L1_e0017-1-C-E9"	25575	23480	17772	10205	5922	11967	3755	0	0	0	2651	1189	2275	0	3777	848	245	25	269	122	233	0	166	0	61	63	0	46	15	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-E9-L2_e0017-2-C-E9"	13515	21828	5611	8473	4604	4186	3230	11953	6355	0	5740	503	1283	0	1190	627	209	12	46	87	16	14	98	0	26	0	0	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-E9-L3_e0017-3-C-E9"	33416	39381	13845	20599	3954	6704	11683	0	10	23	3783	918	2568	0	3410	1326	473	9	510	182	333	0	265	0	118	63	0	16	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-F1-L0_e0017-0-C-F1"	30954	37047	1400	18674	452	19720	7990	235	1973	79	2846	496	1141	2191	13035	25	187	10	752	98	0	10	226	52	62	405	0	0	15	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-F1-L1_e0017-1-C-F1"	22058	42409	9367	15887	4877	4020	10858	123	11603	0	2558	1617	2811	3260	1895	1362	57	22	697	107	303	38	240	326	75	57	0	0	13	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-F1-L2_e0017-2-C-F1"	11322	18152	3996	8846	2297	4922	4819	5455	7076	28	2635	672	1658	0	921	690	178	39	173	62	0	54	82	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-F1-L3_e0017-3-C-F1"	15080	40705	10556	14992	9613	4101	10250	0	11584	0	5213	1491	2394	3459	1605	1274	114	13	724	69	195	0	780	121	47	70	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-F10-L0_e0017-0-C-F10"	28702	49373	18018	16477	9828	13184	6646	150	15323	0	3939	1778	4295	9277	3006	1483	108	22	994	201	430	95	580	704	72	78	0	44	21	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-F10-L1_e0017-1-C-F10"	30626	50070	24159	12905	2033	9413	6522	3020	8071	0	3312	3606	3291	5777	1924	1424	151	0	1269	149	171	278	229	288	141	31	0	13	22	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-F10-L2_e0017-2-C-F10"	11682	23891	13604	11719	15299	13587	2024	296	13305	35	4672	858	3214	11	941	711	358	31	527	144	234	182	72	54	77	35	0	42	10	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
